course_id,yards_from_pin,into_hole
14900,19.94,0
14900,295.21,0
14900,342.46,0
14900,59.98,0
14900,395.38,0
14900,245.51,0
14900,14.99,0
14900,158.77,0
14900,89.05,0
14900,352.97,0
14900,53.93,0
14900,292.91,0
14900,489.28,0
14900,854.05,0
14900,478.55,0
14900,262.58,0
14900,264.99,0
14900,307.86,0
14900,440.17,0
14900,293.16,0
14900,220.97,0
14900,342.13,0
14900,557.55,0
14900,587.34,0
14900,477.88,0
14900,296.01,0
14900,156.3,0
14900,434.12,0
14900,441.15,0
14900,57.62,0
14900,182.79,0
14900,518.55,0
14900,417.34,0
14900,386.16,0
14900,277.67,0
14900,480.01,0
14900,319.96,0
14900,359.34,0
14900,650.93,0
14900,286.47,0
14900,251.59,0
14900,854.05,0
14900,1.47,0
14900,854.05,0
14900,485.6,0
14900,261.98,0
14900,499.43,0
14900,177.46,0
14900,58.84,0
14900,236.3,0
14900,42.51,0
14900,226.15,0
14900,299.47,0
14900,326.76,0
